Supplier Name,Product Name,Purchase Price,Order Given Date,Order Received Date,Purchase Quantity,OnTime Delivery
Supplier 39,26x2.125 Vee Tire 26 inch Bike Tire Bicycle Inner Tube French Presta Valve,6.918945922395268,2023-07-28,2023-08-01,11,1
Supplier 14,26x2.125 Vee Tire 26 inch Bike Tire Bicycle Inner Tube French Presta Valve,6.918945922395268,2023-08-22,2023-09-01,7,1
Supplier 4,26x2.125 Vee Tire 26 inch Bike Tire Bicycle Inner Tube French Presta Valve,6.918945922395268,2023-09-24,2023-10-07,244,1
Supplier 15,26x2.125 Vee Tire 26 inch Bike Tire Bicycle Inner Tube French Presta Valve,6.918945922395268,2023-10-31,2023-11-07,50,1
Supplier 25,26x2.125 Vee Tire 26 inch Bike Tire Bicycle Inner Tube French Presta Valve,6.918945922395268,2023-11-24,2023-12-01,168,1
Supplier 6,26x2.125 Vee Tire 26 inch Bike Tire Bicycle Inner Tube French Presta Valve,6.918945922395268,2024-01-26,2024-02-10,101,0
Supplier 14,26x2.125 Vee Tire 26 inch Bike Tire Bicycle Inner Tube French Presta Valve,6.918945922395268,2024-02-22,2024-03-09,109,0
Supplier 10,26x2.125 Vee Tire 26 inch Bike Tire Bicycle Inner Tube French Presta Valve,6.918945922395268,2024-03-31,2024-04-03,354,1
Supplier 27,26x2.125 Vee Tire 26 inch Bike Tire Bicycle Inner Tube French Presta Valve,6.918945922395268,2024-04-21,2024-05-07,46,1
Supplier 41,26x2.125 Vee Tire 26 inch Bike Tire Bicycle Inner Tube French Presta Valve,6.918945922395268,2024-05-28,2024-06-07,236,1
Supplier 37,26x2.125 Vee Tire 26 inch Bike Tire Bicycle Inner Tube French Presta Valve,6.918945922395268,2024-07-24,2024-08-04,152,1
Supplier 7,3 Pack - Gillette Sensor2 Disposable Razor 5 ea,11.010068789540027,2023-08-26,2023-09-06,152,1
Supplier 10,3 Pack - Gillette Sensor2 Disposable Razor 5 ea,11.010068789540027,2023-09-27,2023-10-02,81,1
Supplier 28,3 Pack - Gillette Sensor2 Disposable Razor 5 ea,11.010068789540027,2023-10-23,2023-11-02,61,1
Supplier 30,3 Pack - Gillette Sensor2 Disposable Razor 5 ea,11.010068789540027,2023-12-25,2024-01-02,41,1
Supplier 2,3 Pack - Gillette Sensor2 Disposable Razor 5 ea,11.010068789540027,2024-01-26,2024-02-01,103,1
Supplier 21,3 Pack - Gillette Sensor2 Disposable Razor 5 ea,11.010068789540027,2024-02-23,2024-03-05,59,1
Supplier 8,3 Pack - Gillette Sensor2 Disposable Razor 5 ea,11.010068789540027,2024-03-30,2024-04-01,89,1
Supplier 1,3 Pack - Gillette Sensor2 Disposable Razor 5 ea,11.010068789540027,2024-04-28,2024-05-02,123,1
Supplier 16,3 Pack - Gillette Sensor2 Disposable Razor 5 ea,11.010068789540027,2024-05-24,2024-06-03,34,1
Supplier 50,3 Pack - Gillette Sensor2 Disposable Razor 5 ea,11.010068789540027,2024-06-27,2024-07-10,112,0
Supplier 36,3 Pack - Gillette Sensor2 Disposable Razor 5 ea,11.010068789540027,2024-07-25,2024-08-01,104,1
Supplier 47,3 Pack Quality Choice Extra Strength Assorted Berries Antacid Chewable 96 Each,12.569898055672592,2023-07-31,2023-08-05,15,1
Supplier 27,3 Pack Quality Choice Extra Strength Assorted Berries Antacid Chewable 96 Each,12.569898055672592,2023-08-23,2023-09-03,85,1
Supplier 33,3 Pack Quality Choice Extra Strength Assorted Berries Antacid Chewable 96 Each,12.569898055672592,2023-09-23,2023-10-08,29,0
Supplier 13,3 Pack Quality Choice Extra Strength Assorted Berries Antacid Chewable 96 Each,12.569898055672592,2023-10-22,2023-11-05,189,1
Supplier 2,3 Pack Quality Choice Extra Strength Assorted Berries Antacid Chewable 96 Each,12.569898055672592,2023-11-26,2023-12-08,88,0
Supplier 4,3 Pack Quality Choice Extra Strength Assorted Berries Antacid Chewable 96 Each,12.569898055672592,2024-02-26,2024-03-03,68,1
Supplier 38,3 Pack Quality Choice Extra Strength Assorted Berries Antacid Chewable 96 Each,12.569898055672592,2024-03-22,2024-04-04,67,1
Supplier 37,3 Pack Quality Choice Extra Strength Assorted Berries Antacid Chewable 96 Each,12.569898055672592,2024-04-27,2024-05-02,36,1
Supplier 44,3 Pack Quality Choice Extra Strength Assorted Berries Antacid Chewable 96 Each,12.569898055672592,2024-05-24,2024-06-09,207,0
Supplier 8,3 Pack Quality Choice Extra Strength Assorted Berries Antacid Chewable 96 Each,12.569898055672592,2024-06-26,2024-07-02,259,1
Supplier 45,3 Pack Quality Choice Extra Strength Assorted Berries Antacid Chewable 96 Each,12.569898055672592,2024-07-24,2024-08-06,68,1
Supplier 25,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2023-08-24,2023-09-04,213,1
Supplier 14,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2023-09-26,2023-10-02,8,1
Supplier 50,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2023-10-28,2023-11-01,118,1
Supplier 42,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2023-11-30,2023-12-10,163,0
Supplier 31,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2023-12-24,2024-01-08,31,0
Supplier 32,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2024-01-31,2024-02-09,213,0
Supplier 38,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2024-02-23,2024-03-04,170,1
Supplier 22,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2024-03-31,2024-04-08,166,0
Supplier 44,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2024-04-30,2024-05-03,182,1
Supplier 42,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2024-05-29,2024-06-06,125,1
Supplier 18,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2024-06-22,2024-07-01,190,1
Supplier 2,3.5 Canvas A-Frame Teepee With Carry Case - Customizable Canvas Fabric - By Trademark Innovations (White),47.93266754730459,2024-07-27,2024-08-08,50,0
Supplier 31,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2023-07-30,2023-08-05,87,1
Supplier 17,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2023-08-29,2023-09-10,175,0
Supplier 8,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2023-09-26,2023-10-06,451,1
Supplier 40,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2023-10-31,2023-11-03,99,1
Supplier 36,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2023-11-22,2023-12-06,353,1
Supplier 50,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2023-12-31,2024-01-04,380,1
Supplier 39,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2024-01-27,2024-02-04,202,1
Supplier 9,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2024-02-20,2024-03-05,274,1
Supplier 1,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2024-03-23,2024-04-07,114,1
Supplier 43,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2024-04-21,2024-05-10,465,0
Supplier 30,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2024-05-27,2024-06-08,286,0
Supplier 26,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2024-06-22,2024-07-03,461,1
Supplier 47,"4 Pack - Blistex Lip Vibrance, Lip Protectant, SPF 15 0.13 oz Each",10.341010860787073,2024-07-23,2024-08-07,76,1
Supplier 12,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2023-07-28,2023-08-09,203,0
Supplier 48,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2023-08-31,2023-09-10,255,0
Supplier 17,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2023-09-24,2023-10-03,299,1
Supplier 12,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2023-10-26,2023-11-03,65,1
Supplier 44,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2023-11-27,2023-12-10,225,0
Supplier 19,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2023-12-25,2024-01-03,565,1
Supplier 15,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2024-01-31,2024-02-05,329,1
Supplier 7,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2024-02-21,2024-03-04,442,1
Supplier 32,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2024-03-24,2024-04-02,225,1
Supplier 11,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2024-04-21,2024-05-07,139,1
Supplier 16,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2024-05-30,2024-06-01,200,1
Supplier 40,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2024-06-28,2024-07-09,247,0
Supplier 37,5 Pack Ludens Wild Honey Throat Drops 30 Count,12.112105641144606,2024-07-26,2024-08-02,218,1
Supplier 5,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2023-08-28,2023-09-09,386,0
Supplier 32,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2023-09-22,2023-10-03,220,1
Supplier 14,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2023-10-26,2023-11-02,204,1
Supplier 38,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2023-11-23,2023-12-09,272,0
Supplier 29,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2023-12-23,2024-01-10,104,0
Supplier 18,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2024-01-30,2024-02-09,383,0
Supplier 24,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2024-02-20,2024-03-10,66,0
Supplier 24,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2024-03-24,2024-04-05,244,1
Supplier 25,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2024-04-22,2024-05-09,433,0
Supplier 45,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2024-05-27,2024-06-05,77,1
Supplier 16,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2024-06-25,2024-07-09,301,0
Supplier 38,"6-Pack Sunlite LED A21 Light Bulb, Dimmable, 15 Watts (100W Equal), Medium (E26) Base, 5000K Super White, 1600 Lumen, UL Listed, Energy Star",30.641234946267286,2024-07-25,2024-08-03,112,1
Supplier 2,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2023-07-29,2023-08-01,7,1
Supplier 30,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2023-08-27,2023-09-09,332,0
Supplier 33,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2023-09-30,2023-10-10,475,0
Supplier 4,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2023-10-22,2023-11-07,97,1
Supplier 27,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2023-11-30,2023-12-04,70,1
Supplier 9,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2023-12-27,2024-01-04,96,1
Supplier 43,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2024-01-28,2024-02-02,218,1
Supplier 38,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2024-02-20,2024-03-07,6,1
Supplier 46,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2024-03-29,2024-04-08,100,0
Supplier 40,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2024-04-25,2024-05-03,524,1
Supplier 21,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2024-05-28,2024-06-06,220,1
Supplier 36,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2024-06-30,2024-07-02,633,1
Supplier 44,600M / 900M Rangefinder Distance Meter Speed Tester Range Finder Digital Measurement Monocular Telescope,50.86856504202597,2024-07-31,2024-08-01,36,1
Supplier 48,900 Global After Dark Pearl PRE-DRILLED Bowling Ball- Blue/Silver (13lbs),81.5572092485988,2023-07-28,2023-08-04,63,1
Supplier 33,900 Global After Dark Pearl PRE-DRILLED Bowling Ball- Blue/Silver (13lbs),81.5572092485988,2023-09-30,2023-10-04,180,1
Supplier 17,900 Global After Dark Pearl PRE-DRILLED Bowling Ball- Blue/Silver (13lbs),81.5572092485988,2023-10-28,2023-11-09,249,0
Supplier 16,900 Global After Dark Pearl PRE-DRILLED Bowling Ball- Blue/Silver (13lbs),81.5572092485988,2023-11-28,2023-12-10,365,0
Supplier 8,900 Global After Dark Pearl PRE-DRILLED Bowling Ball- Blue/Silver (13lbs),81.5572092485988,2023-12-22,2024-01-03,42,1
Supplier 35,900 Global After Dark Pearl PRE-DRILLED Bowling Ball- Blue/Silver (13lbs),81.5572092485988,2024-01-26,2024-02-05,168,1
Supplier 23,900 Global After Dark Pearl PRE-DRILLED Bowling Ball- Blue/Silver (13lbs),81.5572092485988,2024-03-31,2024-04-02,112,1
Supplier 16,900 Global After Dark Pearl PRE-DRILLED Bowling Ball- Blue/Silver (13lbs),81.5572092485988,2024-04-27,2024-05-09,225,0
Supplier 24,900 Global After Dark Pearl PRE-DRILLED Bowling Ball- Blue/Silver (13lbs),81.5572092485988,2024-05-26,2024-06-02,106,1
Supplier 16,900 Global After Dark Pearl PRE-DRILLED Bowling Ball- Blue/Silver (13lbs),81.5572092485988,2024-06-29,2024-07-08,83,0
Supplier 42,900 Global After Dark Pearl PRE-DRILLED Bowling Ball- Blue/Silver (13lbs),81.5572092485988,2024-07-22,2024-08-02,122,1
Supplier 48,A2 Milk A2 Sweet Cream Creamer,36.07938744424746,2023-09-21,2023-10-01,125,1
Supplier 39,A2 Milk A2 Sweet Cream Creamer,36.07938744424746,2023-10-29,2023-11-02,185,1
Supplier 49,A2 Milk A2 Sweet Cream Creamer,36.07938744424746,2023-11-24,2023-12-07,53,1
Supplier 34,A2 Milk A2 Sweet Cream Creamer,36.07938744424746,2023-12-28,2024-01-10,124,0
Supplier 33,A2 Milk A2 Sweet Cream Creamer,36.07938744424746,2024-01-28,2024-02-08,160,0
Supplier 2,A2 Milk A2 Sweet Cream Creamer,36.07938744424746,2024-02-26,2024-03-02,181,1
Supplier 1,A2 Milk A2 Sweet Cream Creamer,36.07938744424746,2024-03-27,2024-04-06,99,1
Supplier 37,A2 Milk A2 Sweet Cream Creamer,36.07938744424746,2024-06-29,2024-07-02,177,1
Supplier 1,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2023-07-30,2023-08-02,86,1
Supplier 45,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2023-08-29,2023-09-02,96,1
Supplier 22,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2023-09-29,2023-10-10,184,0
Supplier 13,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2023-10-25,2023-11-07,202,1
Supplier 2,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2023-11-23,2023-12-08,106,0
Supplier 12,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2023-12-27,2024-01-10,258,0
Supplier 36,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2024-01-29,2024-02-09,71,0
Supplier 23,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2024-02-20,2024-03-06,22,1
Supplier 26,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2024-03-31,2024-04-05,21,1
Supplier 2,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2024-04-29,2024-05-01,176,1
Supplier 29,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2024-05-25,2024-06-07,65,1
Supplier 49,"ALOHA Organic Plant-Based Protein Bar, Chocolate Mint, 14g Protein, 12 Ct",24.611361002496146,2024-06-26,2024-07-09,7,0
Supplier 41,Adult Terry Cloth Bib With Velcro Closure Size 18 X 30 - 6 Pack - Light Blue,16.702098361510426,2023-07-31,2023-08-10,57,0
Supplier 19,Adult Terry Cloth Bib With Velcro Closure Size 18 X 30 - 6 Pack - Light Blue,16.702098361510426,2023-09-30,2023-10-03,156,1
Supplier 40,Adult Terry Cloth Bib With Velcro Closure Size 18 X 30 - 6 Pack - Light Blue,16.702098361510426,2023-10-25,2023-11-03,231,1
Supplier 4,Adult Terry Cloth Bib With Velcro Closure Size 18 X 30 - 6 Pack - Light Blue,16.702098361510426,2023-11-24,2023-12-01,38,1
